round,timestamp,result
5175,2025-11-01T14:51:58.569741,B
5176,2025-11-01T14:51:59.569745,P
5177,2025-11-01T14:52:00.569749,B
5178,2025-11-01T14:52:01.569807,P
5179,2025-11-01T14:52:02.569812,P
5180,2025-11-01T14:52:03.569816,P
5181,2025-11-01T14:52:04.569819,T
5182,2025-11-01T14:52:05.569823,P
5183,2025-11-01T14:52:06.569826,B
5184,2025-11-01T14:52:07.569829,B
5185,2025-11-01T14:52:08.569833,B
5186,2025-11-01T14:52:09.569837,P
5187,2025-11-01T14:52:10.569840,B
5188,2025-11-01T14:52:11.569843,P
5189,2025-11-01T14:52:12.569847,P
5190,2025-11-01T14:52:13.569850,B
5191,2025-11-01T14:52:14.569854,B
5192,2025-11-01T14:52:15.569857,P
5193,2025-11-01T14:52:16.569861,B
5194,2025-11-01T14:52:17.569864,P
5195,2025-11-01T14:52:18.569868,T
5196,2025-11-01T14:52:19.569871,B
5197,2025-11-01T14:52:20.569875,B
5198,2025-11-01T14:52:21.569878,P
5199,2025-11-01T14:52:22.569882,P
5200,2025-11-01T14:52:23.569885,B
5201,2025-11-01T14:52:24.569889,P
5202,2025-11-01T14:52:25.569892,P
5203,2025-11-01T14:52:26.569896,B
5204,2025-11-01T14:52:27.569899,T
5205,2025-11-01T14:52:28.569903,B
5206,2025-11-01T14:52:29.569906,B
5207,2025-11-01T14:52:30.569910,P
5208,2025-11-01T14:52:31.569913,T
5209,2025-11-01T14:52:32.569916,P
5210,2025-11-01T14:52:33.569920,P
5211,2025-11-01T14:52:34.569924,B
5212,2025-11-01T14:52:35.569927,P
5213,2025-11-01T14:52:36.569931,B
5214,2025-11-01T14:52:37.569934,P
5215,2025-11-01T14:52:38.569941,B
5216,2025-11-01T14:52:39.569945,P
5217,2025-11-01T14:52:40.569948,P
5218,2025-11-01T14:52:41.569952,B
5219,2025-11-01T14:52:42.569956,B
5220,2025-11-01T14:52:43.569959,T
5221,2025-11-01T14:52:44.569962,B
5222,2025-11-01T14:52:45.569966,P
5223,2025-11-01T14:52:46.569969,B
5224,2025-11-01T14:52:47.569973,B
5225,2025-11-01T14:52:48.569977,P
5226,2025-11-01T14:52:49.569980,B
5227,2025-11-01T14:52:50.569984,P
5228,2025-11-01T14:52:51.569987,P
5229,2025-11-01T14:52:52.569991,B
5230,2025-11-01T14:52:53.569994,B
5231,2025-11-01T14:52:54.569998,B
5232,2025-11-01T14:52:55.570001,P
5233,2025-11-01T14:52:56.570005,P
5234,2025-11-01T14:52:57.570008,B
5235,2025-11-01T14:52:58.570012,P
5236,2025-11-01T14:52:59.570015,P
5237,2025-11-01T14:53:00.570019,P
5238,2025-11-01T14:53:01.570022,P
5239,2025-11-01T14:53:02.570026,P
5240,2025-11-01T14:53:03.570029,P
5241,2025-11-01T14:53:04.570033,P
5242,2025-11-01T14:53:05.570036,P
5243,2025-11-01T14:53:06.570040,P
5244,2025-11-01T14:53:07.570044,B
5245,2025-11-01T14:53:08.570047,B
5246,2025-11-01T14:53:09.570050,P
5247,2025-11-01T14:53:10.570054,T
5248,2025-11-01T14:53:11.570057,B
5249,2025-11-01T14:53:12.570061,P
5250,2025-11-01T14:53:13.570064,B
5251,2025-11-01T14:53:14.570068,B
5252,2025-11-01T14:53:15.570071,P
5253,2025-11-01T14:53:16.570075,B
5254,2025-11-01T14:53:17.570079,P
5255,2025-11-01T14:53:18.570082,B
5256,2025-11-01T14:53:19.570086,P
5257,2025-11-01T14:53:20.570089,T
5258,2025-11-01T14:53:21.570092,T
5259,2025-11-01T14:53:22.570096,B
5260,2025-11-01T14:53:23.570099,P
5261,2025-11-01T14:53:24.570103,B
5262,2025-11-01T14:53:25.570106,B
5263,2025-11-01T14:53:26.570110,B
5264,2025-11-01T14:53:27.570113,B
5265,2025-11-01T14:53:28.570117,T
5266,2025-11-01T14:53:29.570120,B
5267,2025-11-01T14:53:30.570124,P
5268,2025-11-01T14:53:31.570127,B
5269,2025-11-01T14:53:32.570131,P
5270,2025-11-01T14:53:33.570134,B
5271,2025-11-01T14:53:34.570138,B
5272,2025-11-01T14:53:35.570141,P
5273,2025-11-01T14:53:36.570145,T
5274,2025-11-01T14:53:37.570148,B
5275,2025-11-01T14:53:38.570151,P
5276,2025-11-01T14:53:39.570155,B
5277,2025-11-01T14:53:40.570158,T
5278,2025-11-01T14:53:41.570162,B
5279,2025-11-01T14:53:42.570165,T
5280,2025-11-01T14:53:43.570169,B
5281,2025-11-01T14:53:44.570172,T
5282,2025-11-01T14:53:45.570176,T
5283,2025-11-01T14:53:46.570179,P
5284,2025-11-01T14:53:47.570183,B
5285,2025-11-01T14:53:48.570186,B
5286,2025-11-01T14:53:49.570190,B
5287,2025-11-01T14:53:50.570193,B
5288,2025-11-01T14:53:51.570197,B
5289,2025-11-01T14:53:52.570200,B
5290,2025-11-01T14:53:53.570204,B
5291,2025-11-01T14:53:54.570207,P
5292,2025-11-01T14:53:55.570211,P
5293,2025-11-01T14:53:56.570214,B
5294,2025-11-01T14:53:57.570218,P
5295,2025-11-01T14:53:58.570221,T
5296,2025-11-01T14:53:59.570225,T
5297,2025-11-01T14:54:00.570228,P
5298,2025-11-01T14:54:01.570231,P
5299,2025-11-01T14:54:02.570235,T
5300,2025-11-01T14:54:03.570238,B
5301,2025-11-01T14:54:04.570242,P
5302,2025-11-01T14:54:05.570246,B
5303,2025-11-01T14:54:06.570250,B
5304,2025-11-01T14:54:07.570253,B
5305,2025-11-01T14:54:08.570257,P
5306,2025-11-01T14:54:09.570261,P
5307,2025-11-01T14:54:10.570265,B
5308,2025-11-01T14:54:11.570268,P
5309,2025-11-01T14:54:12.570272,B
5310,2025-11-01T14:54:13.570275,B
5311,2025-11-01T14:54:14.570278,P
5312,2025-11-01T14:54:15.570282,P
5313,2025-11-01T14:54:16.570285,P
5314,2025-11-01T14:54:17.570289,B
5315,2025-11-01T14:54:18.570292,B
5316,2025-11-01T14:54:19.570296,B
5317,2025-11-01T14:54:20.570299,P
5318,2025-11-01T14:54:21.570303,P
5319,2025-11-01T14:54:22.570306,B
5320,2025-11-01T14:54:23.570310,P
5321,2025-11-01T14:54:24.570313,P
5322,2025-11-01T14:54:25.570317,P
5323,2025-11-01T14:54:26.570320,P
5324,2025-11-01T14:54:27.570323,B
5325,2025-11-01T14:54:28.570327,P
5326,2025-11-01T14:54:29.570332,P
5327,2025-11-01T14:54:30.570335,B
5328,2025-11-01T14:54:31.570338,P
5329,2025-11-01T14:54:32.570342,B
5330,2025-11-01T14:54:33.570345,B
5331,2025-11-01T14:54:34.570349,B
5332,2025-11-01T14:54:35.570352,B
5333,2025-11-01T14:54:36.570356,P
5334,2025-11-01T14:54:37.570359,P
5335,2025-11-01T14:54:38.570363,T
5336,2025-11-01T14:54:39.570366,P
5337,2025-11-01T14:54:40.570370,P
5338,2025-11-01T14:54:41.570373,P
5339,2025-11-01T14:54:42.570376,P
5340,2025-11-01T14:54:43.570380,P
5341,2025-11-01T14:54:44.570383,T
5342,2025-11-01T14:54:45.570387,B
5343,2025-11-01T14:54:46.570391,P
5344,2025-11-01T14:54:47.570394,P
5345,2025-11-01T14:54:48.570397,P
5346,2025-11-01T14:54:49.570401,B
5347,2025-11-01T14:54:50.570404,B
5348,2025-11-01T14:54:51.570408,B
5349,2025-11-01T14:54:52.570411,T
5350,2025-11-01T14:54:53.570415,P
5351,2025-11-01T14:54:54.570419,B
5352,2025-11-01T14:54:55.570422,P
5353,2025-11-01T14:54:56.570426,P
5354,2025-11-01T14:54:57.570429,T
5355,2025-11-01T14:54:58.570433,P
5356,2025-11-01T14:54:59.570436,P
5357,2025-11-01T14:55:00.570439,P
5358,2025-11-01T14:55:01.570443,T
5359,2025-11-01T14:55:02.570446,B
5360,2025-11-01T14:55:03.570450,T
5361,2025-11-01T14:55:04.570453,B
5362,2025-11-01T14:55:05.570457,T
5363,2025-11-01T14:55:06.570460,P
5364,2025-11-01T14:55:07.570464,B
5365,2025-11-01T14:55:08.570468,P
5366,2025-11-01T14:55:09.570471,B
5367,2025-11-01T14:55:10.570475,B
5368,2025-11-01T14:55:11.570478,T
5369,2025-11-01T14:55:12.570482,B
5370,2025-11-01T14:55:13.570485,B
5371,2025-11-01T14:55:14.570489,P
5372,2025-11-01T14:55:15.570492,B
5373,2025-11-01T14:55:16.570496,B
5374,2025-11-01T14:55:17.570499,B
5375,2025-11-01T14:55:18.570503,P
5376,2025-11-01T14:55:19.570506,P
5377,2025-11-01T14:55:20.570510,P
5378,2025-11-01T14:55:21.570513,B
5379,2025-11-01T14:55:22.570517,T
5380,2025-11-01T14:55:23.570520,T
5381,2025-11-01T14:55:24.570524,B
5382,2025-11-01T14:55:25.570527,T
5383,2025-11-01T14:55:26.570530,P
5384,2025-11-01T14:55:27.570534,P
5385,2025-11-01T14:55:28.570537,P
5386,2025-11-01T14:55:29.570541,B
5387,2025-11-01T14:55:30.570544,P
5388,2025-11-01T14:55:31.570548,T
5389,2025-11-01T14:55:32.570551,T
5390,2025-11-01T14:55:33.570555,P
5391,2025-11-01T14:55:34.570558,B
5392,2025-11-01T14:55:35.570562,P
5393,2025-11-01T14:55:36.570565,P
5394,2025-11-01T14:55:37.570568,P
5395,2025-11-01T14:55:38.570572,P
5396,2025-11-01T14:55:39.570575,B
5397,2025-11-01T14:55:40.570579,B
5398,2025-11-01T14:55:41.570582,P
5399,2025-11-01T14:55:42.570586,B
5400,2025-11-01T14:55:43.570589,P
5401,2025-11-01T14:55:44.570593,P
5402,2025-11-01T14:55:45.570596,P
5403,2025-11-01T14:55:46.570600,B
5404,2025-11-01T14:55:47.570603,B
5405,2025-11-01T14:55:48.570607,P
5406,2025-11-01T14:55:49.570610,P
5407,2025-11-01T14:55:50.570613,B
5408,2025-11-01T14:55:51.570617,P
5409,2025-11-01T14:55:52.570620,P
5410,2025-11-01T14:55:53.570624,B
5411,2025-11-01T14:55:54.570627,B
5412,2025-11-01T14:55:55.570707,P
5413,2025-11-01T14:55:56.570724,P
5414,2025-11-01T14:55:57.570729,B
5415,2025-11-01T14:55:58.570733,B
5416,2025-11-01T14:55:59.570737,T
5417,2025-11-01T14:56:00.570740,P
5418,2025-11-01T14:56:01.570744,B
5419,2025-11-01T14:56:02.570748,P
5420,2025-11-01T14:56:03.570751,B
5421,2025-11-01T14:56:04.570755,B
5422,2025-11-01T14:56:05.570758,T
5423,2025-11-01T14:56:06.570762,B
5424,2025-11-01T14:56:07.570765,B
5425,2025-11-01T14:56:08.570769,P
5426,2025-11-01T14:56:09.570772,P
5427,2025-11-01T14:56:10.570776,T
5428,2025-11-01T14:56:11.570779,P
5429,2025-11-01T14:56:12.570783,P
5430,2025-11-01T14:56:13.570786,P
5431,2025-11-01T14:56:14.570790,T
5432,2025-11-01T14:56:15.570793,P
5433,2025-11-01T14:56:16.570797,B
5434,2025-11-01T14:56:17.570800,B
5435,2025-11-01T14:56:18.570804,P
5436,2025-11-01T14:56:19.570808,P
5437,2025-11-01T14:56:20.570811,P
5438,2025-11-01T14:56:21.570815,P
5439,2025-11-01T14:56:22.570818,B
5440,2025-11-01T14:56:23.570822,P
5441,2025-11-01T14:56:24.570825,B
5442,2025-11-01T14:56:25.570829,P
5443,2025-11-01T14:56:26.570832,P
5444,2025-11-01T14:56:27.570836,P
5445,2025-11-01T14:56:28.570839,B
5446,2025-11-01T14:56:29.570843,B
5447,2025-11-01T14:56:30.570846,P
5448,2025-11-01T14:56:31.570850,P
5449,2025-11-01T14:56:32.570854,B
5450,2025-11-01T14:56:33.570857,P
5451,2025-11-01T14:56:34.570861,P
5452,2025-11-01T14:56:35.570865,P
5453,2025-11-01T14:56:36.570868,B
5454,2025-11-01T14:56:37.570872,B
5455,2025-11-01T14:56:38.570875,B
5456,2025-11-01T14:56:39.570879,P
5457,2025-11-01T14:56:40.570882,P
5458,2025-11-01T14:56:41.570886,B
5459,2025-11-01T14:56:42.570889,B
5460,2025-11-01T14:56:43.570893,P
5461,2025-11-01T14:56:44.570896,P
5462,2025-11-01T14:56:45.570900,P
5463,2025-11-01T14:56:46.570903,P
5464,2025-11-01T14:56:47.570907,B
5465,2025-11-01T14:56:48.570920,B
5466,2025-11-01T14:56:49.570924,B
5467,2025-11-01T14:56:50.570927,P
5468,2025-11-01T14:56:51.570931,B
5469,2025-11-01T14:56:52.570934,B
5470,2025-11-01T14:56:53.570938,B
5471,2025-11-01T14:56:54.570941,B
5472,2025-11-01T14:56:55.570945,B
5473,2025-11-01T14:56:56.570948,B
5474,2025-11-01T14:56:57.570952,T
5475,2025-11-01T14:56:58.570955,B
5476,2025-11-01T14:56:59.570959,P
5477,2025-11-01T14:57:00.570962,T
5478,2025-11-01T14:57:01.570966,B
5479,2025-11-01T14:57:02.570969,P
5480,2025-11-01T14:57:03.570973,B
5481,2025-11-01T14:57:04.570976,P
5482,2025-11-01T14:57:05.570980,P
5483,2025-11-01T14:57:06.570983,P
5484,2025-11-01T14:57:07.570987,P
5485,2025-11-01T14:57:08.570990,T
5486,2025-11-01T14:57:09.570994,P
5487,2025-11-01T14:57:10.570997,T
5488,2025-11-01T14:57:11.571001,B
5489,2025-11-01T14:57:12.571005,P
5490,2025-11-01T14:57:13.571008,T
5491,2025-11-01T14:57:14.571012,B
5492,2025-11-01T14:57:15.571015,P
5493,2025-11-01T14:57:16.571019,B
5494,2025-11-01T14:57:17.571022,P
5495,2025-11-01T14:57:18.571026,P
5496,2025-11-01T14:57:19.571029,B
5497,2025-11-01T14:57:20.571033,T
5498,2025-11-01T14:57:21.571036,P
5499,2025-11-01T14:57:22.571039,P
5500,2025-11-01T14:57:23.571043,B
5501,2025-11-01T14:57:24.571052,B
5502,2025-11-01T14:57:25.571056,P
5503,2025-11-01T14:57:26.571059,P
5504,2025-11-01T14:57:27.571064,P
5505,2025-11-01T14:57:28.571073,P
5506,2025-11-01T14:57:29.571089,P
5507,2025-11-01T14:57:30.571097,T
5508,2025-11-01T14:57:31.571101,P
5509,2025-11-01T14:57:32.571105,B
5510,2025-11-01T14:57:33.571108,P
5511,2025-11-01T14:57:34.571112,B
5512,2025-11-01T14:57:35.571115,B
5513,2025-11-01T14:57:36.571119,B
5514,2025-11-01T14:57:37.571122,P
5515,2025-11-01T14:57:38.571126,B
5516,2025-11-01T14:57:39.571129,B
5517,2025-11-01T14:57:40.571132,P
5518,2025-11-01T14:57:41.571136,T
5519,2025-11-01T14:57:42.571139,P
5520,2025-11-01T14:57:43.571143,P
5521,2025-11-01T14:57:44.571147,P
5522,2025-11-01T14:57:45.571150,P
5523,2025-11-01T14:57:46.571153,P
5524,2025-11-01T14:57:47.571157,B
5525,2025-11-01T14:57:48.571160,B
5526,2025-11-01T14:57:49.571164,B
5527,2025-11-01T14:57:50.571167,T
5528,2025-11-01T14:57:51.571171,B
5529,2025-11-01T14:57:52.571174,B
5530,2025-11-01T14:57:53.571178,P
5531,2025-11-01T14:57:54.571181,B
5532,2025-11-01T14:57:55.571185,B
5533,2025-11-01T14:57:56.571188,P
5534,2025-11-01T14:57:57.571192,P
5535,2025-11-01T14:57:58.571195,B
5536,2025-11-01T14:57:59.571198,P
5537,2025-11-01T14:58:00.571202,P
5538,2025-11-01T14:58:01.571205,P
5539,2025-11-01T14:58:02.571209,B
5540,2025-11-01T14:58:03.571213,B
5541,2025-11-01T14:58:04.571217,T
5542,2025-11-01T14:58:05.571220,P
5543,2025-11-01T14:58:06.571224,T
5544,2025-11-01T14:58:07.571227,P
5545,2025-11-01T14:58:08.571231,B
5546,2025-11-01T14:58:09.571234,B
5547,2025-11-01T14:58:10.571238,B
5548,2025-11-01T14:58:11.571248,P
5549,2025-11-01T14:58:12.571252,P
5550,2025-11-01T14:58:13.571256,P
5551,2025-11-01T14:58:14.571259,B
5552,2025-11-01T14:58:15.571263,B
5553,2025-11-01T14:58:16.571266,P
5554,2025-11-01T14:58:17.571270,T
5555,2025-11-01T14:58:18.571273,B
5556,2025-11-01T14:58:19.571277,P
5557,2025-11-01T14:58:20.571280,B
5558,2025-11-01T14:58:21.571284,P
5559,2025-11-01T14:58:22.571287,B
5560,2025-11-01T14:58:23.571295,B
5561,2025-11-01T14:58:24.571298,P
5562,2025-11-01T14:58:25.571302,P
5563,2025-11-01T14:58:26.571305,P
5564,2025-11-01T14:58:27.571309,B
5565,2025-11-01T14:58:28.571312,B
5566,2025-11-01T14:58:29.571316,B
5567,2025-11-01T14:58:30.571319,B
5568,2025-11-01T14:58:31.571323,P
5569,2025-11-01T14:58:32.571326,P
5570,2025-11-01T14:58:33.571329,P
5571,2025-11-01T14:58:34.571333,P
5572,2025-11-01T14:58:35.571336,T
5573,2025-11-01T14:58:36.571340,T
5574,2025-11-01T14:58:37.571343,P
5575,2025-11-01T14:58:38.571347,P
5576,2025-11-01T14:58:39.571350,P
5577,2025-11-01T14:58:40.571354,B
5578,2025-11-01T14:58:41.571357,P
5579,2025-11-01T14:58:42.571361,P
5580,2025-11-01T14:58:43.571364,B
5581,2025-11-01T14:58:44.571367,P
5582,2025-11-01T14:58:45.571371,B
5583,2025-11-01T14:58:46.571374,B
5584,2025-11-01T14:58:47.571379,B
5585,2025-11-01T14:58:48.571382,P
5586,2025-11-01T14:58:49.571386,B
5587,2025-11-01T14:58:50.571389,B
5588,2025-11-01T14:58:51.571393,P
5589,2025-11-01T14:58:52.571396,B
5590,2025-11-01T14:58:53.571400,P
5591,2025-11-01T14:58:54.571403,P
5592,2025-11-01T14:58:55.571407,P
5593,2025-11-01T14:58:56.571410,B
5594,2025-11-01T14:58:57.571414,P
5595,2025-11-01T14:58:58.571417,T
5596,2025-11-01T14:58:59.571421,P
5597,2025-11-01T14:59:00.571424,B
5598,2025-11-01T14:59:01.571428,P
5599,2025-11-01T14:59:02.571432,P
5600,2025-11-01T14:59:03.571436,B
5601,2025-11-01T14:59:04.571439,B
5602,2025-11-01T14:59:05.571443,B
5603,2025-11-01T14:59:06.571446,B
5604,2025-11-01T14:59:07.571450,P
5605,2025-11-01T14:59:08.571453,B
5606,2025-11-01T14:59:09.571457,T
5607,2025-11-01T14:59:10.571460,B
5608,2025-11-01T14:59:11.571463,P
5609,2025-11-01T14:59:12.571467,B
5610,2025-11-01T14:59:13.571470,B
5611,2025-11-01T14:59:14.571474,P
5612,2025-11-01T14:59:15.571478,P
5613,2025-11-01T14:59:16.571481,P
5614,2025-11-01T14:59:17.571486,B
5615,2025-11-01T14:59:18.571490,P
5616,2025-11-01T14:59:19.571493,P
5617,2025-11-01T14:59:20.571496,P
5618,2025-11-01T14:59:21.571500,P
5619,2025-11-01T14:59:22.571503,P
5620,2025-11-01T14:59:23.571507,B
5621,2025-11-01T14:59:24.571510,B
5622,2025-11-01T14:59:25.571514,B
5623,2025-11-01T14:59:26.571517,P
5624,2025-11-01T14:59:27.571521,P
5625,2025-11-01T14:59:28.571524,B
5626,2025-11-01T14:59:29.571527,P
5627,2025-11-01T14:59:30.571531,P
5628,2025-11-01T14:59:31.571534,B
5629,2025-11-01T14:59:32.571538,T
5630,2025-11-01T14:59:33.571541,B
5631,2025-11-01T14:59:34.571545,P
5632,2025-11-01T14:59:35.571548,B
5633,2025-11-01T14:59:36.571552,B
5634,2025-11-01T14:59:37.571555,B
5635,2025-11-01T14:59:38.571559,B
5636,2025-11-01T14:59:39.571562,P
5637,2025-11-01T14:59:40.571565,P
5638,2025-11-01T14:59:41.571569,P
5639,2025-11-01T14:59:42.571572,P
5640,2025-11-01T14:59:43.571576,B
5641,2025-11-01T14:59:44.571579,B
5642,2025-11-01T14:59:45.571583,B
5643,2025-11-01T14:59:46.571586,B
5644,2025-11-01T14:59:47.571590,B
5645,2025-11-01T14:59:48.571593,P
5646,2025-11-01T14:59:49.571645,P
5647,2025-11-01T14:59:50.571649,P
5648,2025-11-01T14:59:51.571652,P
5649,2025-11-01T14:59:52.571681,B
5650,2025-11-01T14:59:53.571686,B
5651,2025-11-01T14:59:54.571690,B
5652,2025-11-01T14:59:55.571693,B
5653,2025-11-01T14:59:56.571696,P
5654,2025-11-01T14:59:57.571700,B
5655,2025-11-01T14:59:58.571703,B
5656,2025-11-01T14:59:59.571707,B
5657,2025-11-01T15:00:00.571710,T
5658,2025-11-01T15:00:01.571714,P
5659,2025-11-01T15:00:02.571717,P
5660,2025-11-01T15:00:03.571721,B
5661,2025-11-01T15:00:04.571724,B
5662,2025-11-01T15:00:05.571728,B
5663,2025-11-01T15:00:06.571731,P
5664,2025-11-01T15:00:07.571735,B
5665,2025-11-01T15:00:08.571738,P
5666,2025-11-01T15:00:09.571742,P
5667,2025-11-01T15:00:10.571745,P
5668,2025-11-01T15:00:11.571748,P
5669,2025-11-01T15:00:12.571752,B
5670,2025-11-01T15:00:13.571756,B
5671,2025-11-01T15:00:14.571759,B
5672,2025-11-01T15:00:15.571763,P
5673,2025-11-01T15:00:16.571766,P
5674,2025-11-01T15:00:17.571770,P
5675,2025-11-01T15:00:18.571773,B
5676,2025-11-01T15:00:19.571776,B
5677,2025-11-01T15:00:20.571780,B
5678,2025-11-01T15:00:21.571783,B
5679,2025-11-01T15:00:22.571787,P
5680,2025-11-01T15:00:23.571790,P
5681,2025-11-01T15:00:24.571794,B
5682,2025-11-01T15:00:25.571797,B
5683,2025-11-01T15:00:26.571800,B
5684,2025-11-01T15:00:27.571804,P
5685,2025-11-01T15:00:28.571808,P
5686,2025-11-01T15:00:29.571811,P
5687,2025-11-01T15:00:30.571815,B
5688,2025-11-01T15:00:31.571818,B
5689,2025-11-01T15:00:32.571822,P
5690,2025-11-01T15:00:33.571825,T
5691,2025-11-01T15:00:34.571829,P
5692,2025-11-01T15:00:35.571832,B
5693,2025-11-01T15:00:36.571836,P
5694,2025-11-01T15:00:37.571839,B
5695,2025-11-01T15:00:38.571842,T
5696,2025-11-01T15:00:39.571846,B
5697,2025-11-01T15:00:40.571849,B
5698,2025-11-01T15:00:41.571853,T
5699,2025-11-01T15:00:42.571856,P
5700,2025-11-01T15:00:43.571860,B
5701,2025-11-01T15:00:44.571863,B
5702,2025-11-01T15:00:45.571867,B
5703,2025-11-01T15:00:46.571870,T
5704,2025-11-01T15:00:47.571873,B
5705,2025-11-01T15:00:48.571877,B
5706,2025-11-01T15:00:49.571880,B
5707,2025-11-01T15:00:50.571884,T
5708,2025-11-01T15:00:51.571887,P
5709,2025-11-01T15:00:52.571891,B
5710,2025-11-01T15:00:53.571894,B
5711,2025-11-01T15:00:54.571897,B
5712,2025-11-01T15:00:55.571901,P
5713,2025-11-01T15:00:56.571904,B
5714,2025-11-01T15:00:57.571908,P
5715,2025-11-01T15:00:58.571911,P
5716,2025-11-01T15:00:59.571915,P
5717,2025-11-01T15:01:00.571918,B
5718,2025-11-01T15:01:01.571922,B
5719,2025-11-01T15:01:02.571925,P
5720,2025-11-01T15:01:03.571929,P
5721,2025-11-01T15:01:04.571932,P
5722,2025-11-01T15:01:05.571936,P
5723,2025-11-01T15:01:06.571939,P
5724,2025-11-01T15:01:07.571943,B
5725,2025-11-01T15:01:08.571946,B
5726,2025-11-01T15:01:09.571950,B
5727,2025-11-01T15:01:10.571953,B
5728,2025-11-01T15:01:11.571957,P
5729,2025-11-01T15:01:12.571960,B
5730,2025-11-01T15:01:13.571964,B
5731,2025-11-01T15:01:14.571967,P
5732,2025-11-01T15:01:15.571971,B
5733,2025-11-01T15:01:16.571974,P
5734,2025-11-01T15:01:17.571977,P
5735,2025-11-01T15:01:18.571981,P
5736,2025-11-01T15:01:19.571984,P
5737,2025-11-01T15:01:20.571988,T
5738,2025-11-01T15:01:21.571991,T
5739,2025-11-01T15:01:22.571995,P
5740,2025-11-01T15:01:23.571998,B
5741,2025-11-01T15:01:24.572002,P
5742,2025-11-01T15:01:25.572005,P
5743,2025-11-01T15:01:26.572009,B
5744,2025-11-01T15:01:27.572012,P
5745,2025-11-01T15:01:28.572016,P
5746,2025-11-01T15:01:29.572019,P
5747,2025-11-01T15:01:30.572023,T
5748,2025-11-01T15:01:31.572026,B
5749,2025-11-01T15:01:32.572030,P
5750,2025-11-01T15:01:33.572033,T
5751,2025-11-01T15:01:34.572037,B
5752,2025-11-01T15:01:35.572040,B
5753,2025-11-01T15:01:36.572044,B
5754,2025-11-01T15:01:37.572047,B
5755,2025-11-01T15:01:38.572051,P
5756,2025-11-01T15:01:39.572054,P
5757,2025-11-01T15:01:40.572058,B
5758,2025-11-01T15:01:41.572061,P
5759,2025-11-01T15:01:42.572064,B
5760,2025-11-01T15:01:43.572068,B
5761,2025-11-01T15:01:44.572071,B
5762,2025-11-01T15:01:45.572075,P
5763,2025-11-01T15:01:46.572078,P
5764,2025-11-01T15:01:47.572082,B
5765,2025-11-01T15:01:48.572085,B
5766,2025-11-01T15:01:49.572089,T
5767,2025-11-01T15:01:50.572092,P
5768,2025-11-01T15:01:51.572096,B
5769,2025-11-01T15:01:52.572099,P
5770,2025-11-01T15:01:53.572102,P
5771,2025-11-01T15:01:54.572106,T
5772,2025-11-01T15:01:55.572109,B
5773,2025-11-01T15:01:56.572113,P
5774,2025-11-01T15:01:57.572117,B
5775,2025-11-01T15:01:58.572120,B
5776,2025-11-01T15:01:59.572123,T
5777,2025-11-01T15:02:00.572127,P
5778,2025-11-01T15:02:01.572130,P
5779,2025-11-01T15:02:02.572134,P
5780,2025-11-01T15:02:03.572137,T
5781,2025-11-01T15:02:04.572142,P
5782,2025-11-01T15:02:05.572148,P
5783,2025-11-01T15:02:06.572155,P
5784,2025-11-01T15:02:07.572160,B
5785,2025-11-01T15:02:08.572166,B
5786,2025-11-01T15:02:09.572173,B
5787,2025-11-01T15:02:10.572177,P
5788,2025-11-01T15:02:11.572181,B
5789,2025-11-01T15:02:12.572184,B
5790,2025-11-01T15:02:13.572188,B
5791,2025-11-01T15:02:14.572191,B
5792,2025-11-01T15:02:15.572194,B
5793,2025-11-01T15:02:16.572198,B
5794,2025-11-01T15:02:17.572203,B
5795,2025-11-01T15:02:18.572206,B
5796,2025-11-01T15:02:19.572210,B
5797,2025-11-01T15:02:20.572213,P
5798,2025-11-01T15:02:21.572216,P
5799,2025-11-01T15:02:22.572220,B
5800,2025-11-01T15:02:23.572223,B
5801,2025-11-01T15:02:24.572227,B
5802,2025-11-01T15:02:25.572230,P
5803,2025-11-01T15:02:26.572233,P
5804,2025-11-01T15:02:27.572237,B
5805,2025-11-01T15:02:28.572240,B
5806,2025-11-01T15:02:29.572244,B
5807,2025-11-01T15:02:30.572247,B
5808,2025-11-01T15:02:31.572250,B
5809,2025-11-01T15:02:32.572254,B
5810,2025-11-01T15:02:33.572257,T
5811,2025-11-01T15:02:34.572261,P
5812,2025-11-01T15:02:35.572264,P
5813,2025-11-01T15:02:36.572268,B
5814,2025-11-01T15:02:37.572271,B
5815,2025-11-01T15:02:38.572274,B
5816,2025-11-01T15:02:39.572278,T
5817,2025-11-01T15:02:40.572281,P
5818,2025-11-01T15:02:41.572285,P
5819,2025-11-01T15:02:42.572289,B
5820,2025-11-01T15:02:43.572292,B
5821,2025-11-01T15:02:44.572296,P
5822,2025-11-01T15:02:45.572299,B
5823,2025-11-01T15:02:46.572302,B
5824,2025-11-01T15:02:47.572306,B
5825,2025-11-01T15:02:48.572309,B
5826,2025-11-01T15:02:49.572313,B
5827,2025-11-01T15:02:50.572316,B
5828,2025-11-01T15:02:51.572319,P
5829,2025-11-01T15:02:52.572323,B
5830,2025-11-01T15:02:53.572326,B
5831,2025-11-01T15:02:54.572330,P
5832,2025-11-01T15:02:55.572333,B
5833,2025-11-01T15:02:56.572337,B
5834,2025-11-01T15:02:57.572341,B
5835,2025-11-01T15:02:58.572344,B
5836,2025-11-01T15:02:59.572348,B
5837,2025-11-01T15:03:00.572351,B
5838,2025-11-01T15:03:01.572354,B
5839,2025-11-01T15:03:02.572358,P
5840,2025-11-01T15:03:03.572361,P
